CountryName,CountryCode,IndicatorCode,Value,Value Description,Year
Brazil,BR,SP.POP.DPND,61.4716639743365,Age dependency ratio (% of working-age population),1993-01-01
Brazil,BR,SP.POP.DPND,62.6818159212947,Age dependency ratio (% of working-age population),1992-01-01
Brazil,BR,SP.POP.DPND,63.841533574045705,Age dependency ratio (% of working-age population),1991-01-01
Brazil,BR,SP.POP.DPND,64.9898335796251,Age dependency ratio (% of working-age population),1990-01-01
Brazil,BR,SP.POP.DPND,66.0333504420039,Age dependency ratio (% of working-age population),1989-01-01
Brazil,BR,SP.POP.DPND,66.9906304300727,Age dependency ratio (% of working-age population),1988-01-01
Brazil,BR,SP.POP.DPND,67.8543866413877,Age dependency ratio (% of working-age population),1987-01-01
Brazil,BR,SP.POP.DPND,68.5960200351278,Age dependency ratio (% of working-age population),1986-01-01
Brazil,BR,SP.POP.DPND,69.1855078165897,Age dependency ratio (% of working-age population),1985-01-01
Brazil,BR,SP.POP.DPND,69.9395881947312,Age dependency ratio (% of working-age population),1984-01-01
Brazil,BR,SP.POP.DPND,70.6361920358045,Age dependency ratio (% of working-age population),1983-01-01
Brazil,BR,SP.POP.DPND,71.31455239719509,Age dependency ratio (% of working-age population),1982-01-01
Brazil,BR,SP.POP.DPND,72.0028528162408,Age dependency ratio (% of working-age population),1981-01-01
Brazil,BR,SP.POP.DPND,72.6810451237298,Age dependency ratio (% of working-age population),1980-01-01
Brazil,BR,SP.POP.DPND,73.82152312745829,Age dependency ratio (% of working-age population),1979-01-01
Brazil,BR,SP.POP.DPND,75.09634659364691,Age dependency ratio (% of working-age population),1978-01-01
Brazil,BR,SP.POP.DPND,76.4414248582478,Age dependency ratio (% of working-age population),1977-01-01
Brazil,BR,SP.POP.DPND,77.7260340701971,Age dependency ratio (% of working-age population),1976-01-01
Brazil,BR,SP.POP.DPND,78.85803938317,Age dependency ratio (% of working-age population),1975-01-01
Brazil,BR,SP.POP.DPND,80.2832043658071,Age dependency ratio (% of working-age population),1974-01-01
Brazil,BR,SP.POP.DPND,81.51575043520471,Age dependency ratio (% of working-age population),1973-01-01
Brazil,BR,SP.POP.DPND,82.58914247338029,Age dependency ratio (% of working-age population),1972-01-01
Brazil,BR,SP.POP.DPND,83.6777322729041,Age dependency ratio (% of working-age population),1971-01-01
Brazil,BR,SP.POP.DPND,84.907697636861,Age dependency ratio (% of working-age population),1970-01-01
Brazil,BR,SP.POP.DPND,86.09047512254509,Age dependency ratio (% of working-age population),1969-01-01
Brazil,BR,SP.POP.DPND,87.32465979903151,Age dependency ratio (% of working-age population),1968-01-01
Brazil,BR,SP.POP.DPND,88.4563757872963,Age dependency ratio (% of working-age population),1967-01-01
Brazil,BR,SP.POP.DPND,89.141753237852,Age dependency ratio (% of working-age population),1966-01-01
Brazil,BR,SP.POP.DPND,89.10839143892571,Age dependency ratio (% of working-age population),1965-01-01
Brazil,BR,SP.POP.DPND,89.3882292506789,Age dependency ratio (% of working-age population),1964-01-01
Brazil,BR,SP.POP.DPND,89.1736120552317,Age dependency ratio (% of working-age population),1963-01-01
Brazil,BR,SP.POP.DPND,88.5593575414695,Age dependency ratio (% of working-age population),1962-01-01
Brazil,BR,SP.POP.DPND,87.7509275206183,Age dependency ratio (% of working-age population),1961-01-01
Brazil,BR,SP.POP.DPND,86.8887036301792,Age dependency ratio (% of working-age population),1960-01-01
Brazil,BR,NE.EXP.GNFS.ZS,12.4882577416727,Exports of goods and services (% of GDP),2016-01-01
Brazil,BR,NE.EXP.GNFS.ZS,12.889221227576302,Exports of goods and services (% of GDP),2015-01-01
Brazil,BR,NE.EXP.GNFS.ZS,11.011962030485801,Exports of goods and services (% of GDP),2014-01-01
Brazil,BR,NE.EXP.GNFS.ZS,11.6302008826962,Exports of goods and services (% of GDP),2013-01-01
Brazil,BR,NE.EXP.GNFS.ZS,11.703054773239,Exports of goods and services (% of GDP),2012-01-01
Brazil,BR,NE.EXP.GNFS.ZS,11.4661380108044,Exports of goods and services (% of GDP),2011-01-01
Brazil,BR,NE.EXP.GNFS.ZS,10.7381736851708,Exports of goods and services (% of GDP),2010-01-01
Brazil,BR,NE.EXP.GNFS.ZS,10.851358174926801,Exports of goods and services (% of GDP),2009-01-01
Brazil,BR,NE.EXP.GNFS.ZS,13.5340084243278,Exports of goods and services (% of GDP),2008-01-01
Brazil,BR,NE.EXP.GNFS.ZS,13.3276451578395,Exports of goods and services (% of GDP),2007-01-01
Brazil,BR,NE.EXP.GNFS.ZS,14.374317790367101,Exports of goods and services (% of GDP),2006-01-01
Brazil,BR,NE.EXP.GNFS.ZS,15.2437777114362,Exports of goods and services (% of GDP),2005-01-01
Brazil,BR,NE.EXP.GNFS.ZS,16.545779593921598,Exports of goods and services (% of GDP),2004-01-01
Brazil,BR,NE.EXP.GNFS.ZS,15.180817147869801,Exports of goods and services (% of GDP),2003-01-01
Brazil,BR,NE.EXP.GNFS.ZS,14.2306359266732,Exports of goods and services (% of GDP),2002-01-01
Brazil,BR,NE.EXP.GNFS.ZS,12.3716707353035,Exports of goods and services (% of GDP),2001-01-01
Brazil,BR,NE.EXP.GNFS.ZS,10.1881171852392,Exports of goods and services (% of GDP),2000-01-01
Brazil,BR,NE.EXP.GNFS.ZS,9.56485684156913,Exports of goods and services (% of GDP),1999-01-01
Brazil,BR,NE.EXP.GNFS.ZS,7.030571127279769,Exports of goods and services (% of GDP),1998-01-01
Brazil,BR,NE.EXP.GNFS.ZS,6.98369585196342,Exports of goods and services (% of GDP),1997-01-01
Brazil,BR,NE.EXP.GNFS.ZS,6.73016964936479,Exports of goods and services (% of GDP),1996-01-01
Brazil,BR,NE.EXP.GNFS.ZS,7.37255282703524,Exports of goods and services (% of GDP),1995-01-01
Brazil,BR,NE.EXP.GNFS.ZS,9.665051387187821,Exports of goods and services (% of GDP),1994-01-01
Brazil,BR,NE.EXP.GNFS.ZS,10.503270236684301,Exports of goods and services (% of GDP),1993-01-01
Brazil,BR,NE.EXP.GNFS.ZS,10.8682492540862,Exports of goods and services (% of GDP),1992-01-01
Brazil,BR,NE.EXP.GNFS.ZS,8.67697309491424,Exports of goods and services (% of GDP),1991-01-01
Brazil,BR,NE.EXP.GNFS.ZS,8.199990015408149,Exports of goods and services (% of GDP),1990-01-01
Brazil,BR,NE.EXP.GNFS.ZS,8.929609680144269,Exports of goods and services (% of GDP),1989-01-01
Brazil,BR,NE.EXP.GNFS.ZS,10.8882167136928,Exports of goods and services (% of GDP),1988-01-01
Brazil,BR,NE.EXP.GNFS.ZS,9.4599432176942,Exports of goods and services (% of GDP),1987-01-01
Brazil,BR,NE.EXP.GNFS.ZS,8.81658867805845,Exports of goods and services (% of GDP),1986-01-01
Brazil,BR,NE.EXP.GNFS.ZS,12.247959666261101,Exports of goods and services (% of GDP),1985-01-01
Brazil,BR,NE.EXP.GNFS.ZS,13.547584918489001,Exports of goods and services (% of GDP),1984-01-01
Brazil,BR,NE.EXP.GNFS.ZS,11.4218215925107,Exports of goods and services (% of GDP),1983-01-01
Brazil,BR,NE.EXP.GNFS.ZS,7.60968270162801,Exports of goods and services (% of GDP),1982-01-01
Brazil,BR,NE.EXP.GNFS.ZS,9.42035430772259,Exports of goods and services (% of GDP),1981-01-01
Brazil,BR,NE.EXP.GNFS.ZS,9.05272982472942,Exports of goods and services (% of GDP),1980-01-01
Brazil,BR,NE.EXP.GNFS.ZS,7.12390494963595,Exports of goods and services (% of GDP),1979-01-01
Brazil,BR,NE.EXP.GNFS.ZS,6.67557886823388,Exports of goods and services (% of GDP),1978-01-01
Brazil,BR,NE.EXP.GNFS.ZS,7.25236847121218,Exports of goods and services (% of GDP),1977-01-01
Brazil,BR,NE.EXP.GNFS.ZS,7.035713556659569,Exports of goods and services (% of GDP),1976-01-01
Brazil,BR,NE.EXP.GNFS.ZS,7.53857281945099,Exports of goods and services (% of GDP),1975-01-01
Brazil,BR,NE.EXP.GNFS.ZS,8.01311941176138,Exports of goods and services (% of GDP),1974-01-01
Brazil,BR,NE.EXP.GNFS.ZS,8.27167782462644,Exports of goods and services (% of GDP),1973-01-01
Brazil,BR,NE.EXP.GNFS.ZS,7.259175691336,Exports of goods and services (% of GDP),1972-01-01
Brazil,BR,NE.EXP.GNFS.ZS,6.41330674313925,Exports of goods and services (% of GDP),1971-01-01
Brazil,BR,NE.EXP.GNFS.ZS,7.02943634908589,Exports of goods and services (% of GDP),1970-01-01
Brazil,BR,NE.EXP.GNFS.ZS,6.620403796830599,Exports of goods and services (% of GDP),1969-01-01
Brazil,BR,NE.EXP.GNFS.ZS,6.00052600864501,Exports of goods and services (% of GDP),1968-01-01
Brazil,BR,NE.EXP.GNFS.ZS,5.7689710655619,Exports of goods and services (% of GDP),1967-01-01
Brazil,BR,NE.EXP.GNFS.ZS,6.824735078963059,Exports of goods and services (% of GDP),1966-01-01
Brazil,BR,NE.EXP.GNFS.ZS,7.73576138413985,Exports of goods and services (% of GDP),1965-01-01
Brazil,BR,NE.EXP.GNFS.ZS,6.38540927082227,Exports of goods and services (% of GDP),1964-01-01
Brazil,BR,NE.EXP.GNFS.ZS,9.03645424482606,Exports of goods and services (% of GDP),1963-01-01
Brazil,BR,NE.EXP.GNFS.ZS,3.8687601713737796,Exports of goods and services (% of GDP),1962-01-01
Brazil,BR,NE.EXP.GNFS.ZS,7.279407945901049,Exports of goods and services (% of GDP),1961-01-01
Brazil,BR,NE.EXP.GNFS.ZS,7.05904647646368,Exports of goods and services (% of GDP),1960-01-01
Brazil,BR,NY.GDP.MKTP.CD,1796186586414.45,GDP (current US$),2016-01-01
Brazil,BR,NY.GDP.MKTP.CD,1803652649613.75,GDP (current US$),2015-01-01
Brazil,BR,NY.GDP.MKTP.CD,2455993200170.0,GDP (current US$),2014-01-01
Brazil,BR,NY.GDP.MKTP.CD,2472806919901.67,GDP (current US$),2013-01-01
Brazil,BR,NY.GDP.MKTP.CD,2465188674415.03,GDP (current US$),2012-01-01
Brazil,BR,NY.GDP.MKTP.CD,2616201578192.25,GDP (current US$),2011-01-01
Brazil,BR,NY.GDP.MKTP.CD,2208871646202.82,GDP (current US$),2010-01-01
Brazil,BR,NY.GDP.MKTP.CD,1667019605881.76,GDP (current US$),2009-01-01
Brazil,BR,NY.GDP.MKTP.CD,1695824517395.57,GDP (current US$),2008-01-01
Brazil,BR,NY.GDP.MKTP.CD,1397084381901.29,GDP (current US$),2007-01-01
Brazil,BR,NY.GDP.MKTP.CD,1107640325472.35,GDP (current US$),2006-01-01
Brazil,BR,NY.GDP.MKTP.CD,891629970423.9241,GDP (current US$),2005-01-01
Brazil,BR,NY.GDP.MKTP.CD,669316239316.239,GDP (current US$),2004-01-01
Brazil,BR,NY.GDP.MKTP.CD,558320116997.075,GDP (current US$),2003-01-01
Brazil,BR,NY.GDP.MKTP.CD,507962741819.919,GDP (current US$),2002-01-01
Brazil,BR,NY.GDP.MKTP.CD,559372502338.237,GDP (current US$),2001-01-01
Brazil,BR,NY.GDP.MKTP.CD,655421153320.579,GDP (current US$),2000-01-01
Brazil,BR,NY.GDP.MKTP.CD,599388879704.634,GDP (current US$),1999-01-01
Brazil,BR,NY.GDP.MKTP.CD,863723395088.3241,GDP (current US$),1998-01-01
Brazil,BR,NY.GDP.MKTP.CD,883199443413.729,GDP (current US$),1997-01-01
Brazil,BR,NY.GDP.MKTP.CD,850425828275.793,GDP (current US$),1996-01-01
Brazil,BR,NY.GDP.MKTP.CD,785643456467.255,GDP (current US$),1995-01-01
Brazil,BR,NY.GDP.MKTP.CD,558111997497.263,GDP (current US$),1994-01-01
Brazil,BR,NY.GDP.MKTP.CD,437798577639.752,GDP (current US$),1993-01-01
Brazil,BR,NY.GDP.MKTP.CD,400599250000.0,GDP (current US$),1992-01-01
Brazil,BR,NY.GDP.MKTP.CD,602860000000.0,GDP (current US$),1991-01-01
Brazil,BR,NY.GDP.MKTP.CD,461951782000.0,GDP (current US$),1990-01-01
Brazil,BR,NY.GDP.MKTP.CD,425595310000.0,GDP (current US$),1989-01-01
Brazil,BR,NY.GDP.MKTP.CD,330397381998.489,GDP (current US$),1988-01-01
Brazil,BR,NY.GDP.MKTP.CD,294084112392.66,GDP (current US$),1987-01-01
Brazil,BR,NY.GDP.MKTP.CD,268137224729.722,GDP (current US$),1986-01-01
Brazil,BR,NY.GDP.MKTP.CD,222942790435.29898,GDP (current US$),1985-01-01
Brazil,BR,NY.GDP.MKTP.CD,209023912696.839,GDP (current US$),1984-01-01
Brazil,BR,NY.GDP.MKTP.CD,203304515490.795,GDP (current US$),1983-01-01
Brazil,BR,NY.GDP.MKTP.CD,281682304161.041,GDP (current US$),1982-01-01
Brazil,BR,NY.GDP.MKTP.CD,263561088977.129,GDP (current US$),1981-01-01
Brazil,BR,NY.GDP.MKTP.CD,235024598983.26102,GDP (current US$),1980-01-01
Brazil,BR,NY.GDP.MKTP.CD,224969488835.18103,GDP (current US$),1979-01-01
Brazil,BR,NY.GDP.MKTP.CD,200800891870.16397,GDP (current US$),1978-01-01
Brazil,BR,NY.GDP.MKTP.CD,176171284311.76102,GDP (current US$),1977-01-01
Brazil,BR,NY.GDP.MKTP.CD,152678020452.829,GDP (current US$),1976-01-01
Brazil,BR,NY.GDP.MKTP.CD,123709376567.89,GDP (current US$),1975-01-01
Brazil,BR,NY.GDP.MKTP.CD,105136007528.76,GDP (current US$),1974-01-01
Brazil,BR,NY.GDP.MKTP.CD,79279057730.82901,GDP (current US$),1973-01-01
Brazil,BR,NY.GDP.MKTP.CD,58539008786.3684,GDP (current US$),1972-01-01
Brazil,BR,NY.GDP.MKTP.CD,49204456700.4516,GDP (current US$),1971-01-01
Brazil,BR,NY.GDP.MKTP.CD,42327600098.2412,GDP (current US$),1970-01-01
Brazil,BR,NY.GDP.MKTP.CD,37458898243.8609,GDP (current US$),1969-01-01
Brazil,BR,NY.GDP.MKTP.CD,33875881876.3672,GDP (current US$),1968-01-01
Brazil,BR,NY.GDP.MKTP.CD,30591834053.9653,GDP (current US$),1967-01-01
Brazil,BR,NY.GDP.MKTP.CD,27062716577.9111,GDP (current US$),1966-01-01
Brazil,BR,NY.GDP.MKTP.CD,21790035117.19,GDP (current US$),1965-01-01
Brazil,BR,NY.GDP.MKTP.CD,21211892259.9904,GDP (current US$),1964-01-01
Brazil,BR,NY.GDP.MKTP.CD,23021477292.2093,GDP (current US$),1963-01-01
Brazil,BR,NY.GDP.MKTP.CD,19926293839.0163,GDP (current US$),1962-01-01
Brazil,BR,NY.GDP.MKTP.CD,15236854859.469,GDP (current US$),1961-01-01
Brazil,BR,NY.GDP.MKTP.CD,15165569912.5199,GDP (current US$),1960-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,-3.59473919629714,GDP growth (annual %),2016-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,-3.7692526693952,GDP growth (annual %),2015-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,0.503961790897151,GDP growth (annual %),2014-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,3.0048653588617404,GDP growth (annual %),2013-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,1.9211503175375,GDP growth (annual %),2012-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,3.9744254062939195,GDP growth (annual %),2011-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,7.52822356216525,GDP growth (annual %),2010-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,-0.12587306153925198,GDP growth (annual %),2009-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,5.09434227022555,GDP growth (annual %),2008-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,6.069872846075111,GDP growth (annual %),2007-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,3.96190265641241,GDP growth (annual %),2006-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,3.20213521300201,GDP growth (annual %),2005-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,5.75987600394781,GDP growth (annual %),2004-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,1.14100701302281,GDP growth (annual %),2003-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,3.05330373122146,GDP growth (annual %),2002-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,1.3898671662665,GDP growth (annual %),2001-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,4.11256490969872,GDP growth (annual %),2000-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,0.469066587492819,GDP growth (annual %),1999-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,0.3383561792702489,GDP growth (annual %),1998-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,3.39502863721179,GDP growth (annual %),1997-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,2.20753552794351,GDP growth (annual %),1996-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,4.416731353885059,GDP growth (annual %),1995-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,5.3345517024736795,GDP growth (annual %),1994-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,4.66516898877852,GDP growth (annual %),1993-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,-0.46691320980055195,GDP growth (annual %),1992-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,1.5119372378998899,GDP growth (annual %),1991-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,-3.1023559487503904,GDP growth (annual %),1990-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,3.27945885796417,GDP growth (annual %),1989-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,-0.102672718383658,GDP growth (annual %),1988-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,3.5996294668090294,GDP growth (annual %),1987-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,7.988295104862349,GDP growth (annual %),1986-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,7.94586174871279,GDP growth (annual %),1985-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,5.26914314976874,GDP growth (annual %),1984-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,-3.40979347371646,GDP growth (annual %),1983-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,0.580245553394249,GDP growth (annual %),1982-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,-4.39335720034832,GDP growth (annual %),1981-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,9.110960155171538,GDP growth (annual %),1980-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,6.76628496532688,GDP growth (annual %),1979-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,3.23170956333544,GDP growth (annual %),1978-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,4.60631806113791,GDP growth (annual %),1977-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,9.790410161476071,GDP growth (annual %),1976-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,5.209075901144059,GDP growth (annual %),1975-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,9.04212031316958,GDP growth (annual %),1974-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,13.978691651075803,GDP growth (annual %),1973-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,12.0528022500388,GDP growth (annual %),1972-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,11.295086843350198,GDP growth (annual %),1971-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,8.76994747172606,GDP growth (annual %),1970-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,9.7358268899127,GDP growth (annual %),1969-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,11.4272823832673,GDP growth (annual %),1968-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,4.91526567501121,GDP growth (annual %),1967-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,4.15036023303344,GDP growth (annual %),1966-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,3.0534878936690997,GDP growth (annual %),1965-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,3.4855823042772403,GDP growth (annual %),1964-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,0.87467259240843,GDP growth (annual %),1963-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,5.21605942017887,GDP growth (annual %),1962-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,10.275911554300901,GDP growth (annual %),1961-01-01
Brazil,BR,NY.GDP.MKTP.KD.ZG,10.275911554300901,GDP growth (annual %),1960-01-01
Brazil,BR,SP.POP.GROW,0.817555711392756,Population growth (annual %),2016-01-01
Brazil,BR,SP.POP.GROW,0.8527992062517801,Population growth (annual %),2015-01-01
Brazil,BR,SP.POP.GROW,0.8875633334887479,Population growth (annual %),2014-01-01
Brazil,BR,SP.POP.GROW,0.917022961079203,Population growth (annual %),2013-01-01
Brazil,BR,SP.POP.GROW,0.9389203271537042,Population growth (annual %),2012-01-01
Brazil,BR,SP.POP.GROW,0.9560125737807529,Population growth (annual %),2011-01-01
Brazil,BR,SP.POP.GROW,0.970296367127195,Population growth (annual %),2010-01-01
Brazil,BR,SP.POP.GROW,0.9884537463750529,Population growth (annual %),2009-01-01
Brazil,BR,SP.POP.GROW,1.01686459142158,Population growth (annual %),2008-01-01
Brazil,BR,SP.POP.GROW,1.06001941948644,Population growth (annual %),2007-01-01
Brazil,BR,SP.POP.GROW,1.1146085467841498,Population growth (annual %),2006-01-01
Brazil,BR,SP.POP.GROW,1.1725515129401,Population growth (annual %),2005-01-01
Brazil,BR,SP.POP.GROW,1.2288729723919,Population growth (annual %),2004-01-01
Brazil,BR,SP.POP.GROW,1.28568498624961,Population growth (annual %),2003-01-01
Brazil,BR,SP.POP.GROW,1.34136666621426,Population growth (annual %),2002-01-01
Brazil,BR,SP.POP.GROW,1.39538586350974,Population growth (annual %),2001-01-01
Brazil,BR,SP.POP.GROW,1.45290130985506,Population growth (annual %),2000-01-01
Brazil,BR,SP.POP.GROW,1.50972679603471,Population growth (annual %),1999-01-01
Brazil,BR,SP.POP.GROW,1.55487475803984,Population growth (annual %),1998-01-01
Brazil,BR,SP.POP.GROW,1.5833033102551202,Population growth (annual %),1997-01-01
Brazil,BR,SP.POP.GROW,1.59943182585815,Population growth (annual %),1996-01-01
Brazil,BR,SP.POP.GROW,1.60964657752956,Population growth (annual %),1995-01-01
Brazil,BR,SP.POP.GROW,1.6238576878756499,Population growth (annual %),1994-01-01
Brazil,BR,SP.POP.GROW,1.64805080730352,Population growth (annual %),1993-01-01
Brazil,BR,SP.POP.GROW,1.68836383649481,Population growth (annual %),1992-01-01
Brazil,BR,SP.POP.GROW,1.74195034923034,Population growth (annual %),1991-01-01
Brazil,BR,SP.POP.GROW,1.79718857171446,Population growth (annual %),1990-01-01
Brazil,BR,SP.POP.GROW,1.85110132261956,Population growth (annual %),1989-01-01
Brazil,BR,SP.POP.GROW,1.91263649238911,Population growth (annual %),1988-01-01
Brazil,BR,SP.POP.GROW,1.9831187344305399,Population growth (annual %),1987-01-01
Brazil,BR,SP.POP.GROW,2.0594693998420803,Population growth (annual %),1986-01-01
Brazil,BR,SP.POP.GROW,2.1422373953903704,Population growth (annual %),1985-01-01
Brazil,BR,SP.POP.GROW,2.22205702146524,Population growth (annual %),1984-01-01
Brazil,BR,SP.POP.GROW,2.2856265684781603,Population growth (annual %),1983-01-01
Brazil,BR,SP.POP.GROW,2.32417591221221,Population growth (annual %),1982-01-01
Brazil,BR,SP.POP.GROW,2.3420779051048903,Population growth (annual %),1981-01-01
Brazil,BR,SP.POP.GROW,2.35259862573886,Population growth (annual %),1980-01-01
Brazil,BR,SP.POP.GROW,2.36412644643357,Population growth (annual %),1979-01-01
Brazil,BR,SP.POP.GROW,2.3724946895261603,Population growth (annual %),1978-01-01
Brazil,BR,SP.POP.GROW,2.38022148349614,Population growth (annual %),1977-01-01
Brazil,BR,SP.POP.GROW,2.38825061700681,Population growth (annual %),1976-01-01
Brazil,BR,SP.POP.GROW,2.39123248093804,Population growth (annual %),1975-01-01
Brazil,BR,SP.POP.GROW,2.39360850000699,Population growth (annual %),1974-01-01
Brazil,BR,SP.POP.GROW,2.4079549172642998,Population growth (annual %),1973-01-01
Brazil,BR,SP.POP.GROW,2.4407192991752003,Population growth (annual %),1972-01-01
Brazil,BR,SP.POP.GROW,2.48870280597981,Population growth (annual %),1971-01-01
Brazil,BR,SP.POP.GROW,2.5409816108168597,Population growth (annual %),1970-01-01
Brazil,BR,SP.POP.GROW,2.59209053604285,Population growth (annual %),1969-01-01
Brazil,BR,SP.POP.GROW,2.64709903022541,Population growth (annual %),1968-01-01
Brazil,BR,SP.POP.GROW,2.70497458655833,Population growth (annual %),1967-01-01
Brazil,BR,SP.POP.GROW,2.76365382659683,Population growth (annual %),1966-01-01
Brazil,BR,SP.POP.GROW,2.8293780846430803,Population growth (annual %),1965-01-01
Brazil,BR,SP.POP.GROW,2.8930855847694503,Population growth (annual %),1964-01-01
Brazil,BR,SP.POP.GROW,2.93505093794609,Population growth (annual %),1963-01-01
Brazil,BR,SP.POP.GROW,2.94403881300321,Population growth (annual %),1962-01-01
Brazil,BR,SP.POP.GROW,2.9262718332554196,Population growth (annual %),1961-01-01
Brazil,BR,SP.POP.GROW,2.89585689207079,Population growth (annual %),1960-01-01
Brazil,BR,FI.RES.TOTL.CD,364984031618.166,"Total reserves (includes gold, current US$)",2016-01-01
Brazil,BR,FI.RES.TOTL.CD,356464978111.395,"Total reserves (includes gold, current US$)",2015-01-01
Brazil,BR,FI.RES.TOTL.CD,363570247226.591,"Total reserves (includes gold, current US$)",2014-01-01
Brazil,BR,FI.RES.TOTL.CD,358816426346.517,"Total reserves (includes gold, current US$)",2013-01-01
Brazil,BR,FI.RES.TOTL.CD,373160978076.306,"Total reserves (includes gold, current US$)",2012-01-01
Brazil,BR,FI.RES.TOTL.CD,352010241721.41705,"Total reserves (includes gold, current US$)",2011-01-01
Brazil,BR,FI.RES.TOTL.CD,288574603559.63696,"Total reserves (includes gold, current US$)",2010-01-01
Brazil,BR,FI.RES.TOTL.CD,238539463013.26398,"Total reserves (includes gold, current US$)",2009-01-01
Brazil,BR,FI.RES.TOTL.CD,193783363541.012,"Total reserves (includes gold, current US$)",2008-01-01
Brazil,BR,FI.RES.TOTL.CD,180333622538.26398,"Total reserves (includes gold, current US$)",2007-01-01
Brazil,BR,FI.RES.TOTL.CD,85842861104.6689,"Total reserves (includes gold, current US$)",2006-01-01
Brazil,BR,FI.RES.TOTL.CD,53799285064.6476,"Total reserves (includes gold, current US$)",2005-01-01
Brazil,BR,FI.RES.TOTL.CD,52934865193.0344,"Total reserves (includes gold, current US$)",2004-01-01
Brazil,BR,FI.RES.TOTL.CD,49297286965.9814,"Total reserves (includes gold, current US$)",2003-01-01
Brazil,BR,FI.RES.TOTL.CD,37832146074.207,"Total reserves (includes gold, current US$)",2002-01-01
Brazil,BR,FI.RES.TOTL.CD,35866445532.0312,"Total reserves (includes gold, current US$)",2001-01-01
Brazil,BR,FI.RES.TOTL.CD,33015297296.2664,"Total reserves (includes gold, current US$)",2000-01-01
Brazil,BR,FI.RES.TOTL.CD,36342324427.7274,"Total reserves (includes gold, current US$)",1999-01-01
Brazil,BR,FI.RES.TOTL.CD,43902193733.1553,"Total reserves (includes gold, current US$)",1998-01-01
Brazil,BR,FI.RES.TOTL.CD,51705520617.097,"Total reserves (includes gold, current US$)",1997-01-01
Brazil,BR,FI.RES.TOTL.CD,59685476090.79,"Total reserves (includes gold, current US$)",1996-01-01
Brazil,BR,FI.RES.TOTL.CD,51477389634.2753,"Total reserves (includes gold, current US$)",1995-01-01
Brazil,BR,FI.RES.TOTL.CD,38491777748.7982,"Total reserves (includes gold, current US$)",1994-01-01
